,Unnamed: 0,author,year,title,Big_numbers,Small_numbers,big-small-ratio,co2,co2_growth_prct,co2_growth_abs,co2_per_capita,cumulative_co2,coal_co2,coal_co2_per_capita,cumulative_coal_co2
145,145,ebhota,2018,The place.txt,3,6,-0.3333333333333333,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
146,146,eboka etal,2018,Detailed.txt,0,0,,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
147,147,eicker,2012,Large scal.txt,0,11,-1.0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
148,148,elbaiuomy,2017,The impact.txt,3,4,-0.1428571428571428,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
149,149,elmer etal,2016,Experimental.txt,1,9,-0.8,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
150,150,eloka and onunka,2020,Sustainable.txt,0,8,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
151,151,elsayed,2013,Thermodynamic.txt,1,2,-0.3333333333333333,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
152,152,elsayed,2014,Numerical investigation.txt,4,6,-0.2,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
153,153,Embaye etal,2014,effect of flow pulsation.txt,0,1,-1.0,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
154,154,enayatizade,2019,Techno econom.txt,2,14,-0.75,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
155,155,Ernest,2008,sun spot related climate variations.txt,0,6,-1.0,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
156,156,esfahankalteh,2020,Achieving.txt,1,10,-0.8181818181818182,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
157,157,fadeyibi etal,2020,Ecological.txt,6,2,0.5,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
158,158,Fan etal,2017,intermittent supply.txt,0,1,-1.0,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
159,159,Fan etal,2018,cooling load prediction.txt,3,6,-0.3333333333333333,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
160,160,fang etal,2012,Characterization.txt,0,0,,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
161,161,fang etal,2017,Experimental.txt,0,5,-1.0,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
162,162,farikhah,2020, The effect.txt,0,7,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
163,163,fazeli,2013,Analysing.txt,3,4,-0.1428571428571428,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
164,164,feng etal,2010,Heating.txt,3,18,-0.7142857142857143,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
165,165,feng etal,2010,steady,6,12,-0.3333333333333333,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
166,166,feng etal,2013,Constructal.txt,0,1,-1.0,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
167,167,ferron etal,2011,custom.txt,1,6,-0.7142857142857143,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
168,168,fhazali etal,2017,Feasibility.txt,14,6,0.4,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
169,169,filippeschi etal,2012,Feasibility.txt,1,8,-0.7777777777777778,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
170,170,fritschi etal,2016,Efficiency.txt,0,11,-1.0,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
171,171,fu etal,2009,co2 emission.txt,0,2,-1.0,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
172,172,gago etal,2010,irradiation and temperatur.txt,0,28,-1.0,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
173,173,gan,2015,Impacts of dynam.txt,1,22,-0.9130434782608696,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
174,174,gao etal,2010,concentrating PV modules.txt,0,0,,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
175,175,Gao etal,2013,A comparativ.txt,1,14,-0.8666666666666667,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
176,176,gao etal,2018,Comparis.txt,0,13,-1.0,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
177,177,Ge etal,2009,water absorption.txt,2,6,-0.5,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
178,178,Gennaro,2014,climatechangeAndRespiratory.txt,31,125,-0.6025641025641025,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
179,179,georges,2013,Design.txt,1,15,-0.875,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
180,180,ghabra,2017,The impac.txt,6,12,-0.3333333333333333,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
181,181,ghalamchi,2016,Evolving.txt,5,12,-0.4117647058823529,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
182,182,gharghani,2020,An experimental.txt,1,19,-0.9,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
183,183,ghazali,2017,Feasibilit.txt,4,2,0.3333333333333333,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
184,184,gong etal,2012,Emissions.txt,0,7,-1.0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
185,185,gordeeva etal,2012,Composites.txt,3,13,-0.625,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
186,186,goshayeshi and chaer,2016,Comparison.txt,0,8,-1.0,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
187,187,graham etal,2012,Degradati.txt,1,13,-0.8571428571428571,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
188,188,guo etal,2012,Numerical.txt,0,10,-1.0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
189,189,Guo etal,2018,Surrounding rock control.txt,0,11,-1.0,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
190,190,guohui gan,2013,Dynami.txt,0,11,-1.0,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
191,191,gupta etal,2019,analysis of.txt,1,6,-0.7142857142857143,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
192,192,gUPTA,2009,Moving towards.txt,0,11,-1.0,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
193,193,Gupta,2009,Sustainable energy technologies.txt,0,0,,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
194,194,gurler etal,2018,Experimental investigation.txt,1,10,-0.8181818181818182,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
195,195,gurler,2020,longterm monitoring.txt,3,9,-0.5,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
196,196,haghighi and maerefat,2014,Design.txt,0,4,-1.0,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
197,197,hamdy etal,2010,simulation based optimisation.txt,4,10,-0.4285714285714285,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
198,198,harikrishnan,2011,Effect of.txt,0,4,-1.0,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
199,199,harper etal,2019,Assessing socially.txt,0,16,-1.0,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
200,200,Harrison and Jiang,2017,energy performance.txt,0,2,-1.0,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
201,201,hegazy and helmi,2020,Spatial monitorin.txt,2,9,-0.6363636363636364,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
202,202,hegazy and qurnfulah,2020,Thermal comfo.txt,0,33,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
203,203,hegazy etal,2017,The living building.txt,5,9,-0.2857142857142857,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
204,204,hegazy etal,2017,Towards.txt,5,12,-0.4117647058823529,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
205,205,hegazy,2020,Toward efficient energy con.txt,3,7,-0.4,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
206,206,hemmingway and long,2012,Thermal re.txt,7,18,-0.44,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
207,207,herdt etal,2016,Newly invented biobased.txt,0,4,-1.0,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
208,208,Hessami,2008,rural residential building.txt,4,6,-0.2,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
209,209,hormazabal etal,2016,The performance.txt,3,17,-0.7,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
210,210,hsieh and cheng,2020,Effects o.txt,5,4,0.1111111111111111,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
211,211,hu etal,2016,Removal of carbon dioxi.txt,0,0,,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
212,212,huang etal,2011,Design analysis of a F.txt,1,2,-0.3333333333333333,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
213,213,huang etal,2020,Comparative investig.txt,4,33,-0.7837837837837838,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
214,214,hui and ma,2016,Analysis of environmental.txt,0,15,-1.0,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
215,215,hundt and reddy,2011,Algal biodiesel product.txt,1,5,-0.6666666666666666,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
216,216,hyde,2016,Development.txt,1,3,-0.5,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
217,217,Ibrahim etal,2009,analysis of sola.txt,0,9,-1.0,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
218,218,Ibrahim Rizk Hegazy,2020,nano aerogel glazing.txt,0,8,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
219,219,igbum etal,2019,Feasibility stud.txt,0,9,-1.0,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
220,220,Igunnu etal,2012,Produced wate.txt,0,6,-1.0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
221,221,ikedi etal,2016,Numerical asse.txt,1,2,-0.3333333333333333,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
222,222,indartono etal,2016,Improving photovoltaics.txt,0,5,-1.0,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
223,223,inyang,2020,Reactive.txt,0,3,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
224,224,ismail,2012,energy eff.txt,0,3,-1.0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
225,225,ivanova,2014,3D analysis of the incident diffuse irradiance.txt,0,6,-1.0,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
226,226,iwaro etal,2014,An integrated approac.txt,0,5,-1.0,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
227,227,Iwaro etal,2014,assessment design.txt,1,34,-0.9428571428571428,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
228,228,iwaro etal,2015,Validation of integrate.txt,8,38,-0.6521739130434783,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
229,229,jahnke etal,2013,First cycle simulations of t.txt,0,12,-1.0,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
230,230,jain and hindoliya,2016,Energy saving.txt,3,5,-0.25,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
231,231,jan etal,2013,climate necessity.txt,1,16,-0.8823529411764706,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
232,232,janchen etal,2012,"Preparation, hydrot.txt",0,2,-1.0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
233,233,jareemit and canyookt,2020,Residential.txt,2,11,-0.6923076923076923,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
234,234,jarimi etal,2018,Materials characterizatio.txt,0,0,,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
235,235,jarimi etal,2018,Materials characterization.txt,0,0,,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
236,236,Jarimi etal,2018,solar thermal.txt,3,18,-0.7142857142857143,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
237,237,jarimi etal,2020,Review of sustainable method.txt,7,20,-0.4814814814814814,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
238,238,jasen and marchetti,2012,Kinetic study of.txt,0,4,-1.0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
239,239,javed and fahlen,2011,Thermal response.txt,16,6,0.4545454545454545,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
240,240,JENKINS,2009,cooling loads.txt,0,2,-1.0,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
241,241,ji etal,2014,Approach of a solar buil.txt,0,15,-1.0,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
242,242,jian yao,2012,Effect.txt,0,8,-1.0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
243,243,Jiang etal,2009,utilizing bent heat pipes.txt,8,1,0.7777777777777778,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
244,244,jiang etal,2010,solar thermosyphon systems.txt,0,18,-1.0,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
245,245,jiang etal,2012,Current development o.txt,0,9,-1.0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
246,246,jiang etal,2013, Design and performan.txt,2,6,-0.5,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
247,247,john raftery,2009,Sustainable.txt,0,0,,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
248,248,Jorge and Armando C. Oliveira,2006,solar.txt,0,2,-1.0,30583.53,3.31,980.753,4.617,1212720.149,12222.242,1.845,588641.324
249,249,Jorge etal,2008,cogeneration ORC system.txt,0,6,-1.0,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
250,250,jorge,2009,water absorption.txt,1,7,-0.75,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
251,251,jorge,2010,linear Fresnel.txt,3,9,-0.5,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
252,252,joshi etal,2010,Analysis of energy and exergy.txt,2,1,0.3333333333333333,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
253,253,jouhara,2009,wraparound.txt,0,4,-1.0,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
254,254,jradi and riffat,2012,Medium temper.txt,0,12,-1.0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
255,255,jradi,2014,Micro scale ORC based.txt,0,4,-1.0,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
256,256,kalogirus,2013,Building integration.txt,0,1,-1.0,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
257,257,Kan and Hu,2015,composite building.txt,0,8,-1.0,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
258,258,kan etal,2009,Ecological.txt,0,4,-1.0,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
259,259,kan etal,2010,Exergoeconomic performance.txt,1,14,-0.8666666666666667,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
260,260,Karlessi etal,2013,thermo.txt,6,7,-0.0769230769230769,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
261,261,kartal,2013,Comparison.txt,3,7,-0.4,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
262,262,kasaeian etal,2017,Investigation of the eff.txt,2,8,-0.6,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
263,263,kepekci etal,2020, Three dimension.txt,0,9,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
264,264,kesten etal,2010,daylight performance.txt,0,14,-1.0,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
265,265,Khaled Saleh,2008,Chilean climate.txt,0,3,-1.0,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
266,266,Khandelwal etal,2007,hybrid photovoltaic.txt,0,3,-1.0,31493.742,2.98,910.212,4.696,1244213.89,12811.338,1.91,601452.662
267,267,khennich etal,2013,Comparison of combined.txt,0,21,-1.0,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
268,268,khodaee etal,2019,Assessment of the level.txt,4,9,-0.3846153846153846,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
269,269,khoshbazan etal,2018,Thermo economic analy.txt,3,38,-0.8536585365853658,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
270,270,khzouz etal,2011,Characterizatio.txt,0,9,-1.0,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
271,271,kilavuz and dogan,2020,Economic growt.txt,3,10,-0.5384615384615384,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
272,272,Kim etal,2009,cooling effect and potable water.txt,0,6,-1.0,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
273,273,kim,2013,the investigation of an openi.txt,2,13,-0.7333333333333333,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
274,274,kiyota etal,2013,Analysis of greenhouse gase.txt,0,1,-1.0,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
275,275,kizilors and aydin,2020,Effect of therm.txt,0,15,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
276,276,kler etal,2010,combined technolo.txt,0,1,-1.0,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
277,277,klunne and michael,2010,Increasing.txt,0,15,-1.0,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
278,278,knez etal,2014,A sustainable transport.txt,0,8,-1.0,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
279,279,kokogiannakis,2012,Impact of material surface.txt,3,9,-0.5,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
280,280,kong,2020,Optimal.txt,5,2,0.4285714285714285,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
281,281,kosa,2020,Dynamic and steady.txt,0,0,,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
282,282,kumar and reddy,2012,energy exe.txt,1,4,-0.6,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
283,283,kumar etal,2019,A review status on alternativ.txt,12,3,0.6,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
284,284,kumar etal,2020,The role of nanot.txt,0,2,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
285,285,Lalzad,2013,desalination plant.txt,1,4,-0.6,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
286,286,Laseinde and Ramere,2018,vertical support.txt,2,6,-0.5,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
287,287,lau etal,2012,A preliminary study o.txt,7,12,-0.2631578947368421,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
288,288,law etal,2013,heat pump and an organic Rankine.txt,0,9,-1.0,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
289,289,lazzarin and noro,2016,Energy efficiency.txt,4,26,-0.7333333333333333,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
290,290,Lazzarin etal,2008,electronic expansion valves.txt,0,29,-1.0,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
291,291,Lazzarin etal,2013,annual air conditioning.txt,1,6,-0.7142857142857143,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
292,292,lazzarin etal,2018,Hybrid PCM aluminium foa.txt,7,11,-0.2222222222222222,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
