,Unnamed: 0,author,year,title,Big_numbers,Small_numbers,big-small-ratio,co2,co2_growth_prct,co2_growth_abs,co2_per_capita,cumulative_co2,coal_co2,coal_co2_per_capita,cumulative_coal_co2
448,448,serran,2016,Rammed.txt,0,14,-1.0,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
449,449,shakouri,2020,Thermodynamic.txt,0,10,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
450,450,shamsapour,2020,Developing.txt,1,19,-0.9,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
451,451,shang etal,2016,Hybrid hydrogen.txt,0,2,-1.0,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
452,452,shang,2020,Ruralecotourism.txt,3,12,-0.6,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
453,453,Shanmugapriya etal,2018,solar linear fresnel.txt,0,4,-1.0,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
454,454,shao etal,2015,Wireless Energy.txt,0,5,-1.0,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
455,455,shao,2019,Geological.txt,0,3,-1.0,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
456,456,shatat,2015,retrofitting.txt,4,15,-0.5789473684210527,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
457,457,shatat,2016,innovativepsychometric.txt,1,7,-0.75,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
458,458,shattat,2012,Water.txt,1,9,-0.8,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
459,459,shen etal,2013,Simulating.txt,1,9,-0.8,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
460,460,Shilliday etal,2009,Comparative energy.txt,0,6,-1.0,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
461,461,shuai,2018,Whatdo.txt,7,3,0.4,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
462,462,shusheng,2020,lattice.txt,1,4,-0.6,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
463,463,sicre,2015,High.txt,0,3,-1.0,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
464,464,sicre,2015,Highefficiency.txt,0,3,-1.0,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
465,465,soares etal,2018,Evaluation of the performance.txt,0,14,-1.0,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
466,466,soares etal,2018,Evaluation.txt,0,14,-1.0,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
467,467,Someren etal,2017,lighting performance.txt,4,21,-0.68,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
468,468,song,2013,Control.txt,1,7,-0.75,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
469,469,Song,2020,coal dust.txt,0,1,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
470,470,spataru,2010,Domestic energy and occupancy.txt,2,11,-0.6923076923076923,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
471,471,Spencer,2007,predicting light pipe transmittance.txt,1,7,-0.75,31493.742,2.98,910.212,4.696,1244213.89,12811.338,1.91,601452.662
472,472,srinivas,2020,anal.txt,9,9,0.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
473,473,srivastav etal,2009,energy.txt,4,10,-0.4285714285714285,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
474,474,stafell,2011,Lower.txt,0,9,-1.0,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
475,475,steve,2011,Hydrogen.txt,1,2,-0.3333333333333333,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
476,476,su etal,2010,feasibility.txt,1,11,-0.8333333333333334,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
477,477,suetal,2018,Nanosilicon.txt,0,4,-1.0,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
478,478,sukarno,2020,Multistage.txt,17,10,0.2592592592592592,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
479,479,Sultan etal,2020,vfa.txt,1,10,-0.8181818181818182,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
480,480,sun,2014,Existing.txt,1,12,-0.8461538461538461,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
481,481,sun,2019,Investigation.txt,2,10,-0.6666666666666666,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
482,482,Sun,2020,water shed water pollution.txt,3,3,0.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
483,483,sunetal,2019,Study.txt,1,7,-0.75,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
484,484,symes,2013,enhanced.txt,0,12,-1.0,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
485,485,taha,2013,Meteorological.txt,0,5,-1.0,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
486,486,tamer,2013,Optimization.txt,1,10,-0.8181818181818182,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
487,487,Tangka etal,2013,asorption solar.txt,0,9,-1.0,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
488,488,tantasavasdi,2020,Impact.txt,14,36,-0.44,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
489,489,tao etal,2009,congregation.txt,0,25,-1.0,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
490,490,tasi,2013,Control.txt,0,3,-1.0,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
491,491,teixeira,2010,Temperature.txt,0,6,-1.0,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
492,492,Tham etal,2009,clear sky radiation data.txt,1,17,-0.8888888888888888,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
493,493,tham,2011,Energy.txt,6,9,-0.2,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
494,494,TiezhouWu etal,2020,coordinated control.txt,0,12,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
495,495,tiwari,2019,Entrans.txt,0,2,-1.0,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
496,496,tolooiyan,2012,preliminary.txt,1,11,-0.8333333333333334,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
497,497,trevor,2016,Design.txt,1,5,-0.6666666666666666,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
498,498,tu,2020,Comparative.txt,0,42,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
499,499,Tufail,2020,confined rubberized concrete.txt,2,16,-0.7777777777777778,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
500,500,Utlu and Onal,2017,waste heat recovery.txt,0,7,-1.0,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
501,501,utlu,2019,Thermophotovoltaic.txt,0,2,-1.0,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
502,502,vadodaria,2012,Inuseenergy.txt,0,2,-1.0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
503,503,Vakilabadi etal,2018,renewable power gen.txt,0,11,-1.0,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
504,504,valdiserri,2018,Evaluation.txt,2,11,-0.6923076923076923,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
505,505,Varga etal,2009,cooling system.txt,0,0,,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
506,506,varga,2010,Comparison.txt,0,3,-1.0,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
507,507,varga,2013,Readdressing.txt,11,15,-0.1538461538461538,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
508,508,varga,2017,Ontheselection.txt,10,25,-0.4285714285714285,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
509,509,varo,2013,Design.txt,0,2,-1.0,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
510,510,Vasiliev etal,2008,activated carbon.txt,0,8,-1.0,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
511,511,Vasiliev etal,2009,efficiency of fuel cells.txt,1,6,-0.7142857142857143,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
512,512,veselov,2010,Impact.txt,0,4,-1.0,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
513,513,victor,2013,loop heat.txt,0,1,-1.0,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
514,514,Vivek,2008,energy and exergy.txt,0,3,-1.0,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
515,515,Vivekh etal,2015,Desalination.txt,5,6,-0.0909090909090909,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
516,516,wajid,2019,Review.txt,0,4,-1.0,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
517,517,walnum,2011,Offdesign.txt,0,6,-1.0,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
518,518,wang and chi,2011,A laboratory.txt,0,5,-1.0,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
519,519,wang etal,2010,intercooled.txt,0,4,-1.0,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
520,520,wang etal,2010,pyrolysis process of corn straw.txt,0,5,-1.0,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
521,521,Wang etal,2013,power and efficiency.txt,0,3,-1.0,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
522,522,Wang etal,2013,power and power density.txt,0,5,-1.0,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
523,523,wang etal,2020,equalization.txt,3,10,-0.5384615384615384,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
524,524,wang etal,2020,Study on.txt,0,4,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
525,525,wang,2014,Performanc.txt,2,7,-0.5555555555555556,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
526,526,wang,2017,Microstructure.txt,1,0,1.0,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
527,527,wang,2019,Performance.txt,0,2,-1.0,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
528,528,wangabdullah,2011,Investigating.txt,2,13,-0.7333333333333333,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
529,529,wangetal,2012,Superhydrophobic.txt,1,10,-0.8181818181818182,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
530,530,wangetal,2012,Thermal.txt,0,20,-1.0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
531,531,wangetal,2013,Failure.txt,2,17,-0.7894736842105263,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
532,532,wangetal,2014,Feasibility.txt,28,20,0.1666666666666666,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
533,533,wangetal,2019,Fault.txt,5,7,-0.1666666666666666,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
534,534,wangetal,2019,Research.txt,1,2,-0.3333333333333333,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
535,535,wangetal,2019,Study.txt,7,3,0.4,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
536,536,wangetal,2020,Research.txt,0,23,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
537,537,wangetal,2020,Sound.txt,2,16,-0.7777777777777778,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
538,538,wei,2014,CatalyticCO2.txt,0,5,-1.0,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
539,539,whiffen,2012,Areview.txt,1,3,-0.5,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
540,540,whiffen,2012,review.txt,0,3,-1.0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
541,541,wongwatcharapa,2019,filtrative.txt,1,12,-0.8461538461538461,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
542,542,woo etal,2009,The performance.txt,0,3,-1.0,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
543,543,wood etal,2010,residential building.txt,0,4,-1.0,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
544,544,worall,2011,CO2compression.txt,0,2,-1.0,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
545,545,wu etal,2010,thermoacoustic refrigeration.txt,0,9,-1.0,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
546,546,wu etal,2011,Hydrogen.txt,0,9,-1.0,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
547,547,wu etal,2011,Prediction.txt,0,4,-1.0,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
548,548,wuetal,2018,Indoor.txt,0,0,,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
549,549,wuetal,2020,Application.txt,1,9,-0.8,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
550,550,wuxiong,2014,Passive.txt,1,3,-0.5,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
551,551,xia,2016,Endoreversible.txt,0,7,-1.0,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
552,552,xiaetal,2010,Ecological.txt,0,5,-1.0,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
553,553,xiang,2015,Optimization.txt,1,23,-0.9166666666666666,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
554,554,xiao etal,2010,retrofitted direct gain solar house.txt,0,2,-1.0,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
555,555,xiao,2012,reactive.txt,1,5,-0.6666666666666666,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
556,556,xie etal,2008,Syngas CO.txt,0,6,-1.0,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
557,557,yadav etal,2020,Sustainable.txt,1,5,-0.6666666666666666,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
558,558,yadav,2012,On the suitability.txt,0,2,-1.0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
559,559,yali,2014,Simulation.txt,0,3,-1.0,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
560,560,yan etal,2020,energy.txt,1,5,-0.6666666666666666,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
561,561,yandri,2018,Uniformity.txt,1,8,-0.7777777777777778,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
562,562,Yang and Yutong,2007,photovoltaic application.txt,3,10,-0.5384615384615384,31493.742,2.98,910.212,4.696,1244213.89,12811.338,1.91,601452.662
563,563,Yang etal,2013,ecobuilding.txt,1,8,-0.7777777777777778,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
564,564,yang,2012,heat.txt,2,2,0.0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
565,565,yang,2012,Performance.txt,1,4,-0.6,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
566,566,yang,2020,policy.txt,0,15,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
567,567,Yee Chow,2009,zero carbon targets.txt,0,4,-1.0,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
568,568,yi etal,2009,atriums in subtropical climate.txt,2,20,-0.8181818181818182,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
569,569,Yolanda,2020,determining.txt,0,4,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
570,570,you,2020,Influences.txt,2,14,-0.75,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
571,571,yu,2018,Theeconomic.txt,0,11,-1.0,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
572,572,Yuanlong etal,2020,heating systems for.txt,0,12,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
573,573,zeinelabdein,2018,Free.txt,0,5,-1.0,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
574,574,zeng,2012,Problems.txt,0,1,-1.0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
575,575,zhai,2016,Sensitivity.txt,0,8,-1.0,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
576,576,zhan,2010,Numerical.txt,1,21,-0.9090909090909092,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
577,577,zhang etal,2010,performanc.txt,0,6,-1.0,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
578,578,zhang etal,2012,sordption.txt,7,5,0.1666666666666666,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
579,579,Zhang etal,2015,heat transfer of energy.txt,1,9,-0.8,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
580,580,Zhang etal,2016,indoor air thermal.txt,0,7,-1.0,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
581,581,Zhang etal,2017,liquid dessicant cycle.txt,0,1,-1.0,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
582,582,Zhang etal,2018,revolutio.txt,0,9,-1.0,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
583,583,zhang,2012,Enhanced Hea.txt,0,0,,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
584,584,Zhang,2020,reconfigurable equilibrium.txt,6,1,0.7142857142857143,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
585,585,zhang,2020,Res.txt,12,2,0.7142857142857143,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
586,586,zhangetal,2012,Gascleaning.txt,0,11,-1.0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
587,587,zhangetal,2013,Theoretical.txt,0,0,,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
588,588,zhangetal,2017,Annual.txt,0,15,-1.0,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
589,589,zhangetal,2020,Capacity.txt,0,4,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
590,590,zhangetal,2020,Discrete.txt,0,6,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
591,591,Zhao etal,2008,power and gas cogeneration.txt,0,4,-1.0,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
592,592,zhao,2014,Calculations.txt,1,7,-0.75,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
593,593,zhaoetal,2009,Dynamic performance.txt,1,2,-0.3333333333333333,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
594,594,Zheng,2018,solar.txt,0,5,-1.0,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
595,595,zhong,2019,Technology.txt,3,27,-0.8,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
596,596,zhou,2009,thermocapillary.txt,0,16,-1.0,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
597,597,zhou,2012,Research.txt,2,3,-0.2,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
598,598,zhou,2018,Optimization analyses.txt,0,4,-1.0,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
599,599,zhou,2020,Cross.txt,0,40,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
600,600,zhu,2012,Asimulation.txt,3,13,-0.625,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
601,601,zhu,2016,Performance.txt,0,6,-1.0,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
602,602,zhu,2020,The influence.txt,0,2,-1.0,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
603,603,Zhuetal,2020,aerolastic.txt,4,20,-0.6666666666666666,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
604,604,zishang,2012,Assessment.txt,1,9,-0.8,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
605,605,Zisisetal,2006,heat.txt,0,2,-1.0,30583.53,3.31,980.753,4.617,1212720.149,12222.242,1.845,588641.324
606,606,Zurigat,2007,Typical.txt,2,9,-0.6363636363636364,31493.742,2.98,910.212,4.696,1244213.89,12811.338,1.91,601452.662
