,author,year,title,climate_damage_ratio,climate_conflict_ratio,climate_threat_ratio,adaptation_conflict_ratio,mitigation_damage_ratio,co2,co2_growth_prct,co2_growth_abs,co2_per_capita,cumulative_co2,coal_co2,coal_co2_per_capita,cumulative_coal_co2
304,wangetal,2020,Research.txt,0.8,0.923076923,-0.03030303,0.824561404,0.846666667,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
305,qiu,2018,Numerical.txt,0.480851064,0,0.884615385,1,0.622641509,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
306,lim etal,2013,Design config.txt,0.552238806,0.695652174,0.96460177,0.818181818,0.052631579,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
307,Reddy etal,2016,Nanofluid and nanocomposite.txt,0.461333333,0.446808511,0.949367089,0.111111111,0.071428571,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
308,hegazy and qurnfulah,2020,Thermal comfo.txt,0.400544959,0.981481481,0.945945946,-1,0.647058824,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
309,lazzarin and noro,2016,Energy efficiency.txt,0.422535211,0.846153846,0.956521739,1,0.818181818,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
310,harper etal,2019,Assessing socially.txt,0.344827586,0.666666667,0.949748744,1,-0.333333333,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
311,amhadi and assaf,2019,Assessment.txt,-0.04109589,0.949367089,0.845360825,1,-0.538461538,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
312,moustafa etal,2018,Roof geometry.txt,0.733333333,0.941176471,0.058823529,0.75,0.464285714,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
313,Harrison and Jiang,2017,energy performance.txt,0.293333333,0.876923077,0.93006993,0.929824561,0.333333333,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
314,Vivek,2008,energy and exergy.txt,0.811320755,0.985611511,0.905882353,0.909090909,0.545454545,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
315,hu etal,2016,Removal of carbon dioxi.txt,0.620689655,1,0.647058824,0.8,0.75862069,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
316,hegazy etal,2017,The living building.txt,0.313432836,0.797101449,0.542168675,0.909090909,0.262135922,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
317,varga,2013,Readdressing.txt,0.549450549,0.82278481,0.9,0,-0.111111111,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
318,pike and slater,2011,examination of their.txt,0.411764706,0.789473684,0.976878613,0.333333333,-0.111111111,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
319,Newton etal,2011,nanoparticle.txt,-0.714285714,0.961165049,-0.181818182,0.384615385,0.071428571,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
320,Zhang etal,2017,liquid dessicant cycle.txt,0.935483871,0.936305732,0.825242718,0.454545455,-0.266666667,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
321,jan etal,2013,climate necessity.txt,0.133333333,0.789473684,0.765853659,0.866666667,-0.463414634,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
322,poese,2013,Performance.txt,0.223021583,0.870967742,0.985714286,0.142857143,-0.652173913,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
323,Vakilabadi etal,2018,renewable power gen.txt,0.606217617,0.897959184,0.333333333,1,0.903846154,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
324,zhou,2018,Optimization analyses.txt,0.615384615,0.8,0.814814815,0.294117647,-0.588235294,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
325,Vasiliev etal,2008,activated carbon.txt,0.798319328,0.932432432,0.925,0,0.166666667,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
326,Spencer,2007,predicting light pipe transmittance.txt,0.153846154,0.99137931,0.89010989,-0.2,0.263157895,31493.742,2.98,910.212,4.696,1244213.89,12811.338,1.91,601452.662
327,tu,2020,Comparative.txt,0.479338843,0.987012987,0.780104712,0.333333333,-0.396226415,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
328,chu etal,2020,Effects of stripper.txt,0.222222222,0.975708502,0.24137931,0.8,0.75,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
329,li etal,2010,hybrid solar electricity system.txt,0.856115108,0.980487805,0.971830986,-1,-0.5,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
330,yang,2012,Performance.txt,0.759493671,,1,,-0.666666667,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
331,almutairi etal,2011,Cycling durability studies.txt,-0.025,0.885714286,0.948424069,0.6,-0.448275862,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
332,Zhao etal,2008,power and gas cogeneration.txt,0.866666667,0.921568627,-0.52,0.642857143,0.386666667,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
333,oliveira,2017,GHG.txt,0.615384615,0.961904762,0.304347826,1,0.130434783,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
334,baitule and sudhakar,2017,Solar powered green campus.txt,-0.578947368,0.962025316,0.98816568,-0.2,0.272727273,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
335,zhu,2020,The influence.txt,-0.632653061,0.988919668,0.555555556,0.333333333,0.2,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
336,dien etal,2011,Biochemical processing of reed canarygrass into fuel ethanol.txt,0.127272727,0.841269841,0.888888889,1,0.444444444,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
337,ahmadi,2020,Portfolio optimization.txt,-0.653061224,0.989010989,-0.428571429,0.6,-0.5,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
338,chien,2014,Assessment.txt,0.192307692,0.272727273,0.714285714,0.230769231,-0.047619048,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
339,jarimi etal,2018,Materials characterization.txt,1,0.909090909,0.3,0.5,-0.35483871,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
340,coskun etal,2009,Energy and exergy.txt,0.79245283,0.924242424,0.28,-0.142857143,0.096774194,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
341,Chamchine etal,2013,integrated assesment.txt,-0.076923077,0.866666667,0.94375,1,0.172413793,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
342,ashley,2016,direct absorbing.txt,0.484848485,0.953125,0.847826087,0.771428571,-0.228070175,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
343,ramezanizadeh,2019,Modeling.txt,0.581395349,0.818181818,0.856060606,-0.571428571,-0.492537313,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
344,xie etal,2008,Syngas CO.txt,0.652173913,0.915492958,0.888888889,-0.5,-0.130434783,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
345,kepekci etal,2020, Three dimension.txt,0.801980198,0.979166667,0.276595745,0.333333333,0.245614035,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
346,xiaetal,2010,Ecological.txt,0.584615385,0.189189189,0.928571429,0.666666667,0.2,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
347,zhangetal,2017,Annual.txt,0.58125,0.947019868,0.128205128,0.692307692,0.382352941,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
348,wu etal,2011,Prediction.txt,0.733333333,0.333333333,0.788235294,0.1,-0.226666667,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
349,Igunnu etal,2012,Produced wate.txt,0.618867925,0,0.945945946,0.818181818,0.409090909,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
350,chong,2013,Comparing.txt,0.683673469,0.986486486,0.714285714,1,-0.272727273,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
351,oliveira,2016,Anovel.txt,0.776223776,0.974025974,0.746268657,0.894736842,-0.302325581,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
352,ismail,2012,energy eff.txt,0.712643678,0.76119403,0.742574257,-0.230769231,-0.1875,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
353,worall,2011,CO2compression.txt,0.648648649,0.913043478,0.45,0.62962963,0.01754386,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
354,Rosemann and Kaase,2013,combined daylight.txt,0.333333333,0.536842105,-1,0.818181818,0.5,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
355,stafell,2011,Lower.txt,-0.861111111,1,-0.166666667,0.47826087,0.170454545,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
356,renato etal,2009,Energetic.txt,0.777070064,0.970479705,0.88,-0.555555556,-0.142857143,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
357,kesten etal,2010,daylight performance.txt,0.21875,0.959183673,0.37254902,0.72972973,0.142857143,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
358,xiao etal,2010,retrofitted direct gain solar house.txt,0.800995025,1,0.714285714,0.555555556,-0.066666667,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
359,Yang etal,2013,ecobuilding.txt,0.740740741,0.921568627,0.46835443,-0.066666667,-0.071428571,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
360,agrawal,2011,Flow characteristics.txt,0.157894737,-0.6,-0.4,-1,-0.523809524,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
361,colombo,2012,Carbon dioxide refrigeration with heat.txt,0.813953488,0.862068966,0.962025316,-0.2,-0.333333333,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
362,ascione etal,2016,Design.txt,0.447470817,0.9,0.771428571,0,-0.142857143,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
363,chen etal,2012,Internal.txt,0.568181818,0.836734694,0.494949495,0.555555556,-0.051546392,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
364,maleki,2018,Modeling and optimum design.txt,0.2,0.983050847,0.568627451,0.6,-0.142857143,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
365,Renato Lazzarin,2007,Technological innovations.txt,0.831223629,0.986394558,0.666666667,-0.333333333,0.2,31493.742,2.98,910.212,4.696,1244213.89,12811.338,1.91,601452.662
366,onyelowe,2019,Experimental.txt,-0.741573034,0.833333333,0.230769231,0.142857143,0.448275862,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
367,shatat,2016,innovativepsychometric.txt,0.866359447,0.911111111,0.921259843,0.25,0.2,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
368,mumith,2016,Design.txt,0.327868852,0.846153846,0.70212766,0.886792453,0.675675676,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
369,srinivas,2020,anal.txt,-0.135135135,1,0.375,0,-0.75,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
370,alexander,2013,solid sorption.txt,0.843575419,-0.111111111,0.975409836,-0.230769231,-0.411764706,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
371,kosa,2020,Dynamic and steady.txt,0.432835821,0.95505618,0.968911917,0,-0.44,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
372,aldali,2011,Solar absorber tube analysis.txt,0.67032967,1,0.946428571,-1,-0.538461538,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
373,Reddy,2009,low carbon buildings.txt,0.022222222,0.970588235,0.971346705,0.927272727,-0.135135135,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
374,agrawal,2012,Study.txt,-0.021276596,0.954022989,0.936305732,0,0.333333333,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
375,TiezhouWu etal,2020,coordinated control.txt,-0.285714286,0.991266376,-0.417721519,-0.130434783,0.125,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
376,eicker,2012,Large scal.txt,0.383333333,0.944954128,0.121212121,0.529411765,0.293103448,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
377,Zhang etal,2018,revolutio.txt,0.376623377,1,0.263157895,0.333333333,0.28125,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
378,li etal,2016,Thermal analysis.txt,0.87654321,1,0.87037037,-0.047619048,0.379310345,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
379,zeinelabdein,2018,Free.txt,0.894988067,0.994520548,0.967741935,0.666666667,-0.533333333,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
380,jarimi etal,2020,Review of sustainable method.txt,0.7696793,1,0.96969697,1,-0.2,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
381,shamsapour,2020,Developing.txt,-0.129770992,0.978723404,0.775862069,-0.111111111,0.086956522,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
382,Du etal,2017,impact of blades wrap energy.txt,-0.090909091,0.6,1,0.894736842,0.272727273,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
383,li etal,2016,feasible energy saving analysis.txt,0.515151515,0.92,0.944700461,0.764705882,0.419354839,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
384,wuxiong,2014,Passive.txt,0.81981982,0.628318584,0.918976546,0.72972973,0.212121212,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
385,yang,2020,policy.txt,-0.782945736,0.950310559,0.393939394,0.666666667,0.130434783,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
386,angrisani etal,2013,the influence of cooling air.txt,0.838006231,0.803773585,0.781818182,1,-0.5625,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
387,fang etal,2017,Experimental.txt,0.849315068,1,0.905882353,0.285714286,-0.055555556,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
388,annadurai etal,2018,Experimental.txt,0.873278237,1,0.967213115,0,-0.333333333,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
389,iwaro etal,2015,Validation of integrate.txt,0.709876543,0.955555556,0.872340426,0.5,-0.04587156,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
390,ratlamwala,2012,Comparative.txt,0.169811321,0.991354467,0.872340426,0.5,-0.04587156,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
391,kizilors and aydin,2020,Effect of therm.txt,0.787951807,0.951417004,0.538461538,0.6,-0.272727273,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
392,spataru,2010,Domestic energy and occupancy.txt,0.411764706,0.988439306,0.79020979,0.304347826,-0.068965517,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
393,gao etal,2010,concentrating PV modules.txt,0.700934579,0.983333333,0.816216216,0.581395349,-0.244444444,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
394,yu,2018,Theeconomic.txt,-0.083333333,0.771428571,0.866666667,0.111111111,-0.622641509,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
395,patodi,2012,Performance.txt,0.733333333,0.952755906,0.642857143,0.666666667,0.583333333,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
396,Daniel C. Staley,2013,urban forests and solar power.txt,0.12987013,1,0.142857143,1,0.5,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
397,gUPTA,2009,Moving towards.txt,0.2,0.973684211,0.886792453,-0.076923077,-0.333333333,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
398,Christian etal,2009,predictingdomestic.txt,0.630057803,0.952,0.808219178,1,-0.076923077,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
399,feng etal,2010,Heating.txt,0.775100402,0.740740741,0.96107056,0.714285714,-0.125,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
400,Someren etal,2017,lighting performance.txt,0.654320988,0.971830986,0.746192893,0.75,-0.56097561,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
401,malakhov,2010,Economic.txt,-0.416666667,0.993846154,0.784037559,0.5,-0.435294118,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
402,alsallal,2010,Daylighting and visual performance.txt,0.219178082,0.964912281,0.52238806,0.222222222,-0.56097561,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
403,sampedro etal,2016,Spanish.txt,-0.487179487,0.958762887,0.927536232,0.6,0.36,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
404,zhang,2012,Enhanced Hea.txt,0.52,0.971830986,0.887788779,0.466666667,0.073170732,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
405,varga,2017,Ontheselection.txt,0.045454545,0.92,0.806451613,0.333333333,0.407407407,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
406,rogers,2011,Hydrogen.txt,-0.2,0.81512605,0.763779528,0.166666667,-0.096153846,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
407,gong etal,2012,Emissions.txt,0.395121951,0.428571429,0.745454545,0.6,-0.046357616,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
408,alyousef and varnham,2010,Saudi Arabia.txt,0,0.964444444,0.924050633,0.466666667,0.130434783,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
409,enayatizade,2019,Techno econom.txt,0.687732342,0.714285714,0.875968992,0.294117647,0.095238095,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
410,ahmad,2016,Investigation of the ef.txt,0.760598504,0.803571429,0.511111111,-0.142857143,0.208333333,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
411,Cooke etal,2013,biomass energy crop feasibility.txt,0.222222222,0.986577181,0.868544601,-0.555555556,-0.882352941,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
412,sunetal,2019,Study.txt,0.443037975,0.866666667,0.918367347,0.666666667,-0.28,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
413,chen etal,2010,An experimentaL.txt,0.914191419,0.771428571,0.942675159,0.826086957,0.209302326,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
414,whiffen,2012,Areview.txt,0.743589744,0.887096774,0.653710247,0,0.418719212,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
415,chen and li,2020,A state of art meth.txt,0.117021277,0.945945946,0.454545455,0.857142857,0.297297297,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
416,wajid,2019,Review.txt,0.922651934,0.818181818,0.848101266,0,-0.625,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
417,maciel etal,2013,The impact.txt,0.591397849,0.984496124,-0.11627907,0.333333333,-0.523809524,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
418,zhangetal,2020,Discrete.txt,0.777777778,1,0.873684211,0.25,-0.565217391,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
419,zhou,2009,thermocapillary.txt,-0.254237288,0.985294118,0.72,0.733333333,0.670103093,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
420,Cuimin etal,2020,energy conservation.txt,0.895953757,0.981132075,0.924528302,0.416666667,0.2,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
421,wang and chi,2011,A laboratory.txt,0.814634146,0.396226415,1,0.666666667,0.666666667,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
422,Ibrahim Rizk Hegazy,2020,nano aerogel glazing.txt,0.308641975,0.466666667,0.657142857,0.2,0.473684211,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
423,rogers,2012,Yawanalysis.txt,0.555555556,1,0.773584906,0.5,0,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
424,abdul,2012,Mod.txt,0.466666667,0.5,0.8125,0.5,0.675675676,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
425,Yang and Yutong,2007,photovoltaic application.txt,-0.538461538,0.933333333,0.902439024,0.75,-0.238095238,31493.742,2.98,910.212,4.696,1244213.89,12811.338,1.91,601452.662
426,mojahedi etal,2020,Designing p.txt,0.630252101,0.932926829,1,0.857142857,0.538461538,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
427,Ma etal,2008,microencapsulated phase.txt,0.854545455,0.925,0.94092827,0.714285714,-0.172413793,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
428,raj,2020,Design.txt,0.75308642,0.983050847,0.911538462,0.575757576,0.142857143,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
429,kim,2013,the investigation of an openi.txt,0.047619048,0.944954128,0.871681416,0.476190476,-0.034482759,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
430,pandey etal,2011,Experimental.txt,0.662162162,0.979166667,0.909547739,0.851851852,-0.025641026,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
431,aldali,2011,energetic.txt,0.693617021,0.98245614,0.493670886,0.555555556,0.052631579,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
432,ong,2014,Reverseflow.txt,0.808695652,0.75,0,1,0.636363636,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
433,Renato etal,2013,life cy.txt,0.264705882,0.983333333,0.902439024,-0.272727273,-0.481481481,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
434,yadav etal,2020,Sustainable.txt,-0.022727273,0.974358974,0.705882353,0.6,0.272727273,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
435,valdiserri,2018,Evaluation.txt,0.666666667,0.982142857,0.777777778,0.5,0.111111111,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
436,lee etal,2020,Performance estimation.txt,0.785234899,0.871794872,0.72972973,0.384615385,0.111111111,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
437,Busato etal,2008,cogeneration modules.txt,0.72826087,0.887096774,0.6,-1,-0.2,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
438,ramadan etal,2016,Analysis.txt,0.753164557,0.692307692,0.489795918,0.310344828,-0.438596491,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
439,Chun etal,2008,novel thermodiode designs.txt,0.75147929,0.907407407,0.710144928,0.5,0.125,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
440,agyeni,2012,Experimenta.txt,0.94047619,0.903225806,0.893617021,0.529411765,-0.081081081,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
441,shao,2019,Geological.txt,0.131782946,0.93877551,0.921259843,0.333333333,-0.649122807,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
442,Riffat etal,2013,thermodynamical cooling sys.txt,0.858823529,1,-0.102040816,-0.272727273,-0.340425532,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
443,Davies etal,2013,seawater.txt,0.658914729,0.928571429,-0.4,0.111111111,0.297297297,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
444,buyagbie etal,2012,Conceptual design.txt,0.762376238,0.932038835,0.657142857,0.066666667,0.361702128,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
445,john raftery,2009,Sustainable.txt,0,0.844827586,0.563218391,0.4,-0.181818182,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
446,huang etal,2011,Design analysis of a F.txt,-0.4375,0.962655602,0.56043956,0.4,-0.407407407,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
447,wangetal,2014,Feasibility.txt,0.597222222,0.891891892,0.897435897,0.2,0.135135135,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
448,li etal,2019,low power data.txt,0.04,0.647058824,0.775,0,0,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
449,Chandiwala,2009,Sustainable Homes in the UK.txt,0.157894737,0.97979798,0.76744186,0.5,-0.432432432,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
450,Utlu and Onal,2017,waste heat recovery.txt,0.796407186,1,0.182795699,0.62962963,0.407407407,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
451,Budania etal,2013,solar absorption.txt,0.725752508,1,0.555555556,0.714285714,-0.411764706,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
452,JENKINS,2009,cooling loads.txt,0.566502463,0.956043956,0.857142857,0.777777778,0.67032967,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
453,rao,2013,Analysis.txt,0.678321678,0.291666667,0.902097902,-0.333333333,-0.882352941,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
454,Lalzad,2013,desalination plant.txt,0.698324022,0.97037037,-0.578947368,0.878787879,-0.127272727,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
